,Title,EUTF contribution,Implementing partners,Country,Location,Thematic,start_date,end_date,adoption_date
228,Strengthening the ability of IGAD to promote resilience in the Horn of Africa,5000000.0,"GIZ, Intergovernmental Authority on Development","South Sudan, Uganda, Sudan, Somalia, Kenya, Ethiopia, Djibouti","Western Equatoria, Western Bahr el Ghazal, Lakes, Jonglei, Eastern Equatoria, Northern Bahr el Ghazal, Unity, Warrap, Upper Nile, Central Equatoria, Buliisa, Gulu, Kalangala, Kotido, Mityana, Pallisa, Gomba, Dokolo, Hoima, Ibanda, Isingiro, Iganga, Buyende, Buvuma, Bundibugyo, Bulambuli, Bushenyi, Busia, Butambala, Butaleja, Jinja, Kaabong, Kasese, Kapchorwa, Kanungu, Katakwi, Kayunga, Kiboga, Kibaale, Kamwenge, Kamuli, Kabarole, Kabale, Kaberamaido, Kaliro, Kampala, Kalungu, Bukwa, Bukomansibi, Abim, Bududa, Budaka, Arua, Bugiri, Buhweju, Bukedea, Buikwe, Apac, Amuru, Agago, Adjumani, Alebtong, Amolatar, Amuria, Amudat, Kibuku, Kiruhura, Rubirizi, Rakai, Pader, Rukungiri, Sembabule, Sheema, Serere, Oyam, Otuke, Nebbi, Napak, Ngora, Ntoroko, Nwoya, Ntungamo, Sironko, Soroti, Wakiso, Tororo, Yumbe, Zombo, Namutumba, Namayingo, Lamwo, Kyenjojo, Kyegegwa, Lira, Luuka, Lwengo, Luwero, Kyankwanzi, Kween, Kisoro, Kiryandongo, Kitgum, Koboko, Kumi, Kole, Lyantonde, Manafwa, Mubende, Mpigi, Moyo, Mukono, Nakapiripirit, Nakasongola, Nakaseke, Moroto, Mitooma, Masaka, Maracha, Masindi, Mayuge, Mbarara, Mbale, Northern, North Kordofan, North Darfur, Red Sea, River Nile, South Darfur, Sennar, Khartoum, Kassala, Blue Nile, Central Darfur, East Darfur, Gezira, Gedaref, South Kordofan, West Darfur, White Nile, West Kordofan, Galguduud, Lower Juba, Lower Shabelle, Bay, Bari, Gedo, Hiiraan, Jubbada Hoose, Jubbada Dhexe, Banaadir, Bakool, Awdal, Mudug, Nugaal, Sool, Shabeellaha Hoose, Sanaag, Togdheer, Woqooyi Galbeed, Shabeellaha Dhexe, Kitui, Tharaka-Nithi, Lamu, Kisumu, Kisii, Kwale, Laikipia, Makueni, Machakos, Kirinyaga, Kilifi, Isiolo, Homa Bay, Kajiado, Kakamega, Kiambu, Kericho, Mandera, Marsabit, Nyeri, Nyandarua, Nyamira, Samburu, Siaya, Tana River, Taita/Taveta, Narok, Nandi, Migori, Meru, Mombasa, Murang'a, Nakuru, Nairobi City, Garissa, Embu, Baringo, Bomet, Bungoma, Elgeyo/Marakwet, Busia, Trans Nzoia, Turkana, Vihiga, Uasin Gishu, Wajir, West Pokot, Addis Ababa, Afar, Tigrai, Southern Nations, Nationalities and Peoples, Somali, Benshangul-Gumaz, Amara, Dire Dawa, Gambela Peoples, Oromia, Harari People, Tadjourah, Ali Sabieh, Arta, Dikhil, Obock, Djibouti",Improved governance and conflict prevention,2017-11-15,2020-11-15,
229,Facility on Sustainable and Dignified Return and Reintegration in support of the Khartoum Process,25000000.0,International Organization for Migration,"Somalia, Sudan, South Sudan, Kenya, Eritrea, Ethiopia, Djibouti","Galguduud, Lower Juba, Lower Shabelle, Bay, Bari, Gedo, Hiiraan, Jubbada Hoose, Jubbada Dhexe, Banaadir, Bakool, Awdal, Mudug, Nugaal, Sool, Shabeellaha Hoose, Sanaag, Togdheer, Woqooyi Galbeed, Shabeellaha Dhexe, Northern, North Kordofan, North Darfur, Red Sea, River Nile, South Darfur, Sennar, Khartoum, Kassala, Blue Nile, Central Darfur, East Darfur, Gezira, Gedaref, South Kordofan, West Darfur, White Nile, West Kordofan, Western Equatoria, Western Bahr el Ghazal, Lakes, Jonglei, Eastern Equatoria, Northern Bahr el Ghazal, Unity, Warrap, Upper Nile, Central Equatoria, Kitui, Tharaka-Nithi, Lamu, Kisumu, Kisii, Kwale, Laikipia, Makueni, Machakos, Kirinyaga, Kilifi, Isiolo, Homa Bay, Kajiado, Kakamega, Kiambu, Kericho, Mandera, Marsabit, Nyeri, Nyandarua, Nyamira, Samburu, Siaya, Tana River, Taita/Taveta, Narok, Nandi, Migori, Meru, Mombasa, Murang'a, Nakuru, Nairobi City, Garissa, Embu, Baringo, Bomet, Bungoma, Elgeyo/Marakwet, Busia, Trans Nzoia, Turkana, Vihiga, Uasin Gishu, Wajir, West Pokot, Gash-Barka, Debub, Anseba, Maekel, Northern Red Sea, Southern Red Sea, Addis Ababa, Afar, Tigrai, Southern Nations, Nationalities and Peoples, Somali, Benshangul-Gumaz, Amara, Dire Dawa, Gambela Peoples, Oromia, Harari People, Tadjourah, Ali Sabieh, Arta, Dikhil, Obock, Djibouti",Greater economic and employment opportunities,2017-11-15,2020-11-15,
230,Collaboration in Cross-Border Areas of the Horn of Africa Region,63500000.0,"Intergovernmental Authority on Development, United Nations Development Programme, GIZ","Somalia, Kenya, Ethiopia, Sudan","Gedo, Mandera, Southern Nations, Nationalities and Peoples, Blue Nile, Gedaref, Kassala, Benshangul-Gumaz, Amara, Oromia, Marsabit, Somali, Turkana",Greater economic and employment opportunities,2017-11-15,2020-11-15,
231,Regional Operational Centre in support of the Khartoum Process and AU-Horn of Africa Initiative (ROCK),5000000.0,Interpol,"Ethiopia, Eritrea, Somalia, Sudan, South Sudan, Kenya, Djibouti","Addis Ababa, Afar, Tigrai, Southern Nations, Nationalities and Peoples, Somali, Benshangul-Gumaz, Amara, Dire Dawa, Gambela Peoples, Oromia, Harari People, Gash-Barka, Debub, Anseba, Maekel, Northern Red Sea, Southern Red Sea, Galguduud, Lower Juba, Lower Shabelle, Bay, Bari, Gedo, Hiiraan, Jubbada Hoose, Jubbada Dhexe, Banaadir, Bakool, Awdal, Mudug, Nugaal, Sool, Shabeellaha Hoose, Sanaag, Togdheer, Woqooyi Galbeed, Shabeellaha Dhexe, Northern, North Kordofan, North Darfur, Red Sea, River Nile, South Darfur, Sennar, Khartoum, Kassala, Blue Nile, Central Darfur, East Darfur, Gezira, Gedaref, South Kordofan, West Darfur, White Nile, West Kordofan, Western Equatoria, Western Bahr el Ghazal, Lakes, Jonglei, Eastern Equatoria, Northern Bahr el Ghazal, Unity, Warrap, Upper Nile, Central Equatoria, Kitui, Tharaka-Nithi, Lamu, Kisumu, Kisii, Kwale, Laikipia, Makueni, Machakos, Kirinyaga, Kilifi, Isiolo, Homa Bay, Kajiado, Kakamega, Kiambu, Kericho, Mandera, Marsabit, Nyeri, Nyandarua, Nyamira, Samburu, Siaya, Tana River, Taita/Taveta, Narok, Nandi, Migori, Meru, Mombasa, Murang'a, Nakuru, Nairobi City, Garissa, Embu, Baringo, Bomet, Bungoma, Elgeyo/Marakwet, Busia, Trans Nzoia, Turkana, Vihiga, Uasin Gishu, Wajir, West Pokot, Tadjourah, Ali Sabieh, Arta, Dikhil, Obock, Djibouti",Improved migration management,2017-11-15,2020-11-15,
232,Monitoring and Learning System for the EUTF Horn of Africa,2000000.0,,"Uganda, Sudan, South Sudan, Somalia, Kenya, Ethiopia, Eritrea, Djibouti","Buliisa, Gulu, Kalangala, Kotido, Mityana, Pallisa, Gomba, Dokolo, Hoima, Ibanda, Isingiro, Iganga, Buyende, Buvuma, Bundibugyo, Bulambuli, Bushenyi, Busia, Butambala, Butaleja, Jinja, Kaabong, Kasese, Kapchorwa, Kanungu, Katakwi, Kayunga, Kiboga, Kibaale, Kamwenge, Kamuli, Kabarole, Kabale, Kaberamaido, Kaliro, Kampala, Kalungu, Bukwa, Bukomansibi, Abim, Bududa, Budaka, Arua, Bugiri, Buhweju, Bukedea, Buikwe, Apac, Amuru, Agago, Adjumani, Alebtong, Amolatar, Amuria, Amudat, Kibuku, Kiruhura, Rubirizi, Rakai, Pader, Rukungiri, Sembabule, Sheema, Serere, Oyam, Otuke, Nebbi, Napak, Ngora, Ntoroko, Nwoya, Ntungamo, Sironko, Soroti, Wakiso, Tororo, Yumbe, Zombo, Namutumba, Namayingo, Lamwo, Kyenjojo, Kyegegwa, Lira, Luuka, Lwengo, Luwero, Kyankwanzi, Kween, Kisoro, Kiryandongo, Kitgum, Koboko, Kumi, Kole, Lyantonde, Manafwa, Mubende, Mpigi, Moyo, Mukono, Nakapiripirit, Nakasongola, Nakaseke, Moroto, Mitooma, Masaka, Maracha, Masindi, Mayuge, Mbarara, Mbale, Northern, North Kordofan, North Darfur, Red Sea, River Nile, South Darfur, Sennar, Khartoum, Kassala, Blue Nile, Central Darfur, East Darfur, Gezira, Gedaref, South Kordofan, West Darfur, White Nile, West Kordofan, Western Equatoria, Western Bahr el Ghazal, Lakes, Jonglei, Eastern Equatoria, Northern Bahr el Ghazal, Unity, Warrap, Upper Nile, Central Equatoria, Galguduud, Lower Juba, Lower Shabelle, Bay, Bari, Gedo, Hiiraan, Jubbada Hoose, Jubbada Dhexe, Banaadir, Bakool, Awdal, Mudug, Nugaal, Sool, Shabeellaha Hoose, Sanaag, Togdheer, Woqooyi Galbeed, Shabeellaha Dhexe, Kitui, Tharaka-Nithi, Lamu, Kisumu, Kisii, Kwale, Laikipia, Makueni, Machakos, Kirinyaga, Kilifi, Isiolo, Homa Bay, Kajiado, Kakamega, Kiambu, Kericho, Mandera, Marsabit, Nyeri, Nyandarua, Nyamira, Samburu, Siaya, Tana River, Taita/Taveta, Narok, Nandi, Migori, Meru, Mombasa, Murang'a, Nakuru, Nairobi City, Garissa, Embu, Baringo, Bomet, Bungoma, Elgeyo/Marakwet, Busia, Trans Nzoia, Turkana, Vihiga, Uasin Gishu, Wajir, West Pokot, Addis Ababa, Afar, Tigrai, Southern Nations, Nationalities and Peoples, Somali, Benshangul-Gumaz, Amara, Dire Dawa, Gambela Peoples, Oromia, Harari People, Gash-Barka, Debub, Anseba, Maekel, Northern Red Sea, Southern Red Sea, Tadjourah, Ali Sabieh, Arta, Dikhil, Obock, Djibouti",Greater economic and employment opportunities,2017-11-15,2020-11-15,
233,Regional Development and Protection programme in Sudan: Enhancing alternatives to first and secondary movement from Sudan,15000000.0,"MAECI DGCS - Ministero degli Affari Esteri e della Cooperazione Internazionale, United Nations High Commissioner for Refugees, Rijksdiens voor Ondernemend Nederland, UNIDO, GIZ",Sudan,"Kassala, Gedaref, Khartoum",Greater economic and employment opportunities,2017-11-15,2020-11-15,
234,"Strengthening Resilience of IDPs, Returnees and Host Communities in West Darfur",7000000.0,"International Medical Corps, Concern Worldwide",Sudan,West Darfur,Strengthening resilience,2017-11-15,2020-11-15,
235,"Strengthening resilience of refugees, IDPs and host communities in Eastern Sudan",12000000.0,MAECI DGCS - Ministero degli Affari Esteri e della Cooperazione Internazionale,Sudan,"Gedaref, Kassala, Red Sea",Strengthening resilience,2017-11-15,2020-11-15,
236,Greater Stability in Eastern Sudan through better and more informed decision-making in Food Security,6000000.0,Food and Agriculture Organization,Sudan,"Gedaref, Red Sea, White Nile, Blue Nile, Sennar, Kassala",Strengthening resilience,2017-11-15,2020-11-15,
237,"Mitigate the effect of El Niño for the host and IDP population in Red Sea, White Nile and North Darfur, Sudan",8000000.0,"Welthungerhilfe, COOPI Cooperazione Internazionale, ADRA",Sudan,"North Darfur, Red Sea, White Nile",Greater economic and employment opportunities,2017-11-15,2020-11-15,
238,Education Quality Improvement Programme in Sudan (EQUIP-Sudan),22000000.0,"Expertise France, British Council, EU Delegation Sudan, UNICEF",Sudan,"Blue Nile, White Nile, Gedaref, Kassala, Red Sea, South Kordofan, Khartoum",Strengthening resilience,2017-11-15,2020-11-15,
239,Improving Nutrition and Reducing Stunting in Eastern Sudan through an Integrated Nutrition and Food Security Approach,8000000.0,World Food Programme,Sudan,"Red Sea, Gedaref, Kassala",Improved governance and conflict prevention,2017-11-15,2020-11-15,
240,Livestock Epidemio-Surveillance Project to Support Livelihoods of vulnerable rural smallholders and pastoralists (LESP SLSP),9000000.0,International Fund for Agricultural Development ,Sudan,"West Kordofan, South Kordofan, North Kordofan, White Nile, Blue Nile, Sennar, Kassala, Gedaref",Greater economic and employment opportunities,2017-11-15,2020-11-15,
241,IMPROVE-EU Integrated Measures to promote rural-urban value addition and Employment  ? East Sudan,8000000.0,GIZ,Sudan,"Kassala, Gedaref",Greater economic and employment opportunities,2017-11-15,2020-11-15,
242,Fostering Smallholder Capacities and Access to Markets in Food Insecure Areas of Darfur,8000000.0,World Food Programme (Sudan Office),Sudan,"South Darfur, South Darfur, West Darfur, Central Darfur",Improved migration management,2017-11-15,2020-11-15,
243,Technical Cooperation Facility,5000000.0,,"Nigeria, Niger, Mauritanie, Mali, Guinée, Ghana, Côte d'Ivoire, Tunisia, Morocco, Libya, Egypt, Algeria, Uganda, Tanzania, Cameroun, Sudan, South Sudan, Somalia, Kenya, Ethiopia, Eritrea, Djibouti, The Gambia, Tchad, Senegal, Burkina Faso","Zamfara, Sokoto, Taraba, Yobe, Rivers, Plateau, Kano, Katsina, Kebbi, Kaduna, Jigawa, Enugu, Gombe, Imo, Kogi, Kwara, Ondo, Osun, Oyo, Ogun, Niger, Lagos, Nasarawa, Ekiti, Edo, Abia, Abuja Federal Capital Territory, Adamawa, Akwa Ibom, Anambra, Cross River, Delta, Ebonyi, Borno, Benue, Bauchi, Bayelsa, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Beyla, Boffa, Boké, Coyah, Dabola, Dalaba, Dinguiraye, Dubréka, Faranah, Forécariah, Fria, Gaoual, Gueckedou, Kankan, Kérouané, Kindia, Kissidougou, Koubia, Koundara, Kouroussa, Labé, Lélouma, Lola, Macenta, Mali, Mamou, Mandiana, Nzérékoré, Pita, Siguiri, Télimélé, Tougué, Yomou, Ashanti, Brong-Ahafo, Central, Eastern, Greater Accra, Northern, Upper East, Upper West, Volta, Western, Abidjan, Bas-Sassandra, Comoé, Denguélé, Gôh-Djiboua, Lacs, Lagunes, Montagnes, Sassandra-Marahoué, Savanes, Vallée du Bandama, Woroba, Yamoussoukro, Zanzan, Beja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, L'Ariana, La Manouba, Le Kef, Mahdia, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan, Rabat-Salé-Zemmour-Zaer, Al Bu?n?n, Al Jabal al Akh?ar, Al Jabal al Gharb?, Al Jaf?rah, Al Jufrah, Al Kufrah, Al Marj, Al Marqab, Al W???t, An Nuqa? al Khams, Az Z?wiyah, Bangh?z?, Darnah, Gh?t, Mi?r?tah, Murzuq, N?l?t, Sabh?, Surt, ?ar?bulus, W?d? al ?ay?t, W?d? ash Sh??i?, Al Sharqia, Alexandria, Aswan, Asyut, Beheira, Beni Suef, Cairo, Dakahlia, Damietta, Faiyum, Gharbia, Giza, Ismailia, Kafr el-Sheikh, Luxor, Matrouh, Minya, Monufia, New Valley, North Sinai, Port Said, Qalyubia, Qena, Red Sea, Sohag, South Sinai, Suez, Adrar, Aïn Defla, Aïn Defla, Aïn Témouchent, Alger, Annaba, Batna, Béchar, Béjaïa, Biskra, Blida, Bordj Bou Arréridj, Bouira, Boumerdès, Chelf, Constantine, Djelfa, El Bayadh, El Oued, El Tarf, Ghardaïa, Guelma, Illizi, Jijel, Khenchela, Laghouat, M'sila, Mascara, Médéa, Mila, Mostaganem, Naama, Oran, Ouargla, Oum el Bouaghi, Relizane, Saïda, Sétif, Sidi Bel Abbès, Skikda, Souk Ahras, Tamanrasset, Tébessa, Tiaret, Tindouf, Tipaza, Tissemsilt, Tizi Ouzou, Tlemcen, Buliisa, Gulu, Kalangala, Kotido, Mityana, Pallisa, Gomba, Dokolo, Hoima, Ibanda, Isingiro, Iganga, Buyende, Buvuma, Bundibugyo, Bulambuli, Bushenyi, Busia, Butambala, Butaleja, Jinja, Kaabong, Kasese, Kapchorwa, Kanungu, Katakwi, Kayunga, Kiboga, Kibaale, Kamwenge, Kamuli, Kabarole, Kabale, Kaberamaido, Kaliro, Kampala, Kalungu, Bukwa, Bukomansibi, Abim, Bududa, Budaka, Arua, Bugiri, Buhweju, Bukedea, Buikwe, Apac, Amuru, Agago, Adjumani, Alebtong, Amolatar, Amuria, Amudat, Kibuku, Kiruhura, Rubirizi, Rakai, Pader, Rukungiri, Sembabule, Sheema, Serere, Oyam, Otuke, Nebbi, Napak, Ngora, Ntoroko, Nwoya, Ntungamo, Sironko, Soroti, Wakiso, Tororo, Yumbe, Zombo, Namutumba, Namayingo, Lamwo, Kyenjojo, Kyegegwa, Lira, Luuka, Lwengo, Luwero, Kyankwanzi, Kween, Kisoro, Kiryandongo, Kitgum, Koboko, Kumi, Kole, Lyantonde, Manafwa, Mubende, Mpigi, Moyo, Mukono, Nakapiripirit, Nakasongola, Nakaseke, Moroto, Mitooma, Masaka, Maracha, Masindi, Mayuge, Mbarara, Mbale, Mtwara, Tabora, Singida, Simiyu, Tanga, Zanzibar North, Zanzibar West, Zanzibar South, Shinyanga, Ruvuma, Mwanza, Morogoro, Njombe, Pemba North, Rukwa, Pemba South, Mbeya, Mara, Katavi, Kagera, Iringa, Kigoma, Kilimanjaro, Manyara, Lindi, Geita, Dodoma, Arusha, Dar es Salaam, Coast, Sud-Ouest, Sud, Ouest, Littoral, Nord, Nord-Ouest, Extrême-Nord, Est, Adamaoua, Centre, Northern, North Kordofan, North Darfur, Red Sea, River Nile, South Darfur, Sennar, Khartoum, Kassala, Blue Nile, Central Darfur, East Darfur, Gezira, Gedaref, South Kordofan, West Darfur, White Nile, West Kordofan, Western Equatoria, Western Bahr el Ghazal, Lakes, Jonglei, Eastern Equatoria, Northern Bahr el Ghazal, Unity, Warrap, Upper Nile, Central Equatoria, Galguduud, Lower Juba, Lower Shabelle, Bay, Bari, Gedo, Hiiraan, Jubbada Hoose, Jubbada Dhexe, Banaadir, Bakool, Awdal, Mudug, Nugaal, Sool, Shabeellaha Hoose, Sanaag, Togdheer, Woqooyi Galbeed, Shabeellaha Dhexe, Kitui, Tharaka-Nithi, Lamu, Kisumu, Kisii, Kwale, Laikipia, Makueni, Machakos, Kirinyaga, Kilifi, Isiolo, Homa Bay, Kajiado, Kakamega, Kiambu, Kericho, Mandera, Marsabit, Nyeri, Nyandarua, Nyamira, Samburu, Siaya, Tana River, Taita/Taveta, Narok, Nandi, Migori, Meru, Mombasa, Murang'a, Nakuru, Nairobi City, Garissa, Embu, Baringo, Bomet, Bungoma, Elgeyo/Marakwet, Busia, Trans Nzoia, Turkana, Vihiga, Uasin Gishu, Wajir, West Pokot, Addis Ababa, Afar, Tigrai, Southern Nations, Nationalities and Peoples, Somali, Benshangul-Gumaz, Amara, Dire Dawa, Gambela Peoples, Oromia, Harari People, Gash-Barka, Debub, Anseba, Maekel, Northern Red Sea, Southern Red Sea, Tadjourah, Ali Sabieh, Arta, Dikhil, Obock, Djibouti, Banjul, Central River, Lower River, North Bank, Upper River, Western, Wadi Fira, Tandjilé, Tibesti, Ville de Ndjamena, Sila, Salamat, Ennedi-Ouest, Guéra, Hadjer Lamis, Ennedi-Est, Chari-Baguirmi, Bahr el Gazel, Batha, Borkou, Kanem, Lac, Mayo-Kébbi-Ouest, Moyen-Chari, Ouaddaï, Mayo-Kébbi-Est, Mandoul, Logone-Occidental, Logone-Oriental, Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Sédhiou, Tambacounda, Thiès, Saint-Louis, Matam, Kédougou, Kolda, Louga, Ziguinchor, Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central",,2017-11-15,2020-11-15,
244,Research and Evidence Facility,4100000.0,"School of Oriental and African Studies, University of London, Sahan Research, International Migration Institute, University of Oxford","Uganda, Tanzania, South Sudan, Somalia, Sudan, Kenya, Eritrea, Djibouti, Ethiopia","Buliisa, Gulu, Kalangala, Kotido, Mityana, Pallisa, Gomba, Dokolo, Hoima, Ibanda, Isingiro, Iganga, Buyende, Buvuma, Bundibugyo, Bulambuli, Bushenyi, Busia, Butambala, Butaleja, Jinja, Kaabong, Kasese, Kapchorwa, Kanungu, Katakwi, Kayunga, Kiboga, Kibaale, Kamwenge, Kamuli, Kabarole, Kabale, Kaberamaido, Kaliro, Kampala, Kalungu, Bukwa, Bukomansibi, Abim, Bududa, Budaka, Arua, Bugiri, Buhweju, Bukedea, Buikwe, Apac, Amuru, Agago, Adjumani, Alebtong, Amolatar, Amuria, Amudat, Kibuku, Kiruhura, Rubirizi, Rakai, Pader, Rukungiri, Sembabule, Sheema, Serere, Oyam, Otuke, Nebbi, Napak, Ngora, Ntoroko, Nwoya, Ntungamo, Sironko, Soroti, Wakiso, Tororo, Yumbe, Zombo, Namutumba, Namayingo, Lamwo, Kyenjojo, Kyegegwa, Lira, Luuka, Lwengo, Luwero, Kyankwanzi, Kween, Kisoro, Kiryandongo, Kitgum, Koboko, Kumi, Kole, Lyantonde, Manafwa, Mubende, Mpigi, Moyo, Mukono, Nakapiripirit, Nakasongola, Nakaseke, Moroto, Mitooma, Masaka, Maracha, Masindi, Mayuge, Mbarara, Mbale, Mtwara, Tabora, Singida, Simiyu, Tanga, Zanzibar North, Zanzibar West, Zanzibar South, Shinyanga, Ruvuma, Mwanza, Morogoro, Njombe, Pemba North, Rukwa, Pemba South, Mbeya, Mara, Katavi, Kagera, Iringa, Kigoma, Kilimanjaro, Manyara, Lindi, Geita, Dodoma, Arusha, Dar es Salaam, Coast, Western Equatoria, Western Bahr el Ghazal, Lakes, Jonglei, Eastern Equatoria, Northern Bahr el Ghazal, Unity, Warrap, Upper Nile, Central Equatoria, Galguduud, Lower Juba, Lower Shabelle, Bay, Bari, Gedo, Hiiraan, Jubbada Hoose, Jubbada Dhexe, Banaadir, Bakool, Awdal, Mudug, Nugaal, Sool, Shabeellaha Hoose, Sanaag, Togdheer, Woqooyi Galbeed, Shabeellaha Dhexe, Northern, North Kordofan, North Darfur, Red Sea, River Nile, South Darfur, Sennar, Khartoum, Kassala, Blue Nile, Central Darfur, East Darfur, Gezira, Gedaref, South Kordofan, West Darfur, White Nile, West Kordofan, Kitui, Tharaka-Nithi, Lamu, Kisumu, Kisii, Kwale, Laikipia, Makueni, Machakos, Kirinyaga, Kilifi, Isiolo, Homa Bay, Kajiado, Kakamega, Kiambu, Kericho, Mandera, Marsabit, Nyeri, Nyandarua, Nyamira, Samburu, Siaya, Tana River, Taita/Taveta, Narok, Nandi, Migori, Meru, Mombasa, Murang'a, Nakuru, Nairobi City, Garissa, Embu, Baringo, Bomet, Bungoma, Elgeyo/Marakwet, Busia, Trans Nzoia, Turkana, Vihiga, Uasin Gishu, Wajir, West Pokot, Gash-Barka, Debub, Anseba, Maekel, Northern Red Sea, Southern Red Sea, Tadjourah, Ali Sabieh, Arta, Dikhil, Obock, Djibouti, Addis Ababa, Afar, Tigrai, Southern Nations, Nationalities and Peoples, Somali, Benshangul-Gumaz, Amara, Dire Dawa, Gambela Peoples, Oromia, Harari People",,2017-11-15,2020-11-15,
